date,publication,raw,rolling7,rolling30,c1_raw,c2_raw,c3_raw,c1,c2,c3,c1_3,c2_3,c3_3,c1_7,c2_7,c3_7,c1_30,c2_30,c3_30
2022-01-20,True,-2.0,-1.7142857142857142,-1.0333333333333334,-2.0,0.0,1.0,-2.0,0.0,1.0,-2.0,0.0,-0.3333333333333333,-1.7142857142857142,0.0,-0.4285714285714285,-1.0333333333333334,0.0,0.3666666666666666
2022-01-21,True,-3.0,-1.8571428571428568,-1.1333333333333333,-3.0,0.0,-2.0,-3.0,0.0,-2.0,-2.6666666666666665,0.0,-1.0,-1.8571428571428568,0.0,-0.7142857142857143,-1.1333333333333333,0.0,0.2666666666666666
2022-01-22,False,,-2.0,-1.2333333333333334,,,,-3.0,0.0,-2.0,-2.6666666666666665,0.0,-1.0,-2.0,0.0,-1.0,-1.2333333333333334,0.0,0.1666666666666666
2022-01-23,False,,-2.142857142857143,-1.3333333333333333,,,,-3.0,0.0,-2.0,-3.0,0.0,-2.0,-2.142857142857143,0.0,-1.2857142857142858,-1.3333333333333333,0.0,0.0666666666666666
2022-01-24,True,-2.0,-2.4285714285714284,-1.4,-2.0,0.0,-2.0,-2.0,0.0,-2.0,-2.6666666666666665,0.0,-2.0,-2.4285714285714284,0.0,-1.2857142857142858,-1.4,0.0,-0.0333333333333333
2022-01-25,True,-2.0,-2.571428571428572,-1.4666666666666666,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.333333333333333,0.0,-1.3333333333333333,-2.571428571428572,0.0,-1.2857142857142858,-1.4666666666666666,0.0,-0.0666666666666666
2022-01-26,True,-2.0,-2.4285714285714284,-1.5333333333333334,-2.0,0.0,-2.0,-2.0,0.0,-2.0,-2.0,0.0,-1.3333333333333333,-2.4285714285714284,0.0,-1.2857142857142858,-1.5333333333333334,0.0,-0.1666666666666666
2022-01-27,True,-2.0,-2.4285714285714284,-1.6,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.0,0.0,-0.6666666666666666,-2.4285714285714284,0.0,-1.4285714285714286,-1.6,0.0,-0.2
2022-01-28,True,0.0,-2.0,-1.6,0.0,0.0,0.0,0.0,0.0,0.0,-1.3333333333333333,0.0,-0.6666666666666666,-2.0,0.0,-1.1428571428571428,-1.6,0.0,-0.2333333333333333
2022-01-29,False,,-1.5714285714285714,-1.6,,,,0.0,0.0,0.0,-0.6666666666666666,0.0,0.0,-1.5714285714285714,0.0,-0.8571428571428571,-1.6,0.0,-0.2666666666666666
2022-01-30,False,,-1.1428571428571428,-1.6,,,,0.0,0.0,0.0,0.0,0.0,0.0,-1.1428571428571428,0.0,-0.5714285714285714,-1.6,0.0,-0.3
2022-01-31,True,0.0,-0.8571428571428571,-1.6,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,0.0,-0.3333333333333333,-0.8571428571428571,0.0,-0.4285714285714285,-1.6,0.0,-0.3666666666666666
2022-02-01,True,-2.0,-0.8571428571428571,-1.6666666666666667,-2.0,0.0,-1.0,-2.0,0.0,-1.0,-0.6666666666666666,0.0,-0.6666666666666666,-0.8571428571428571,0.0,-0.5714285714285714,-1.6666666666666667,0.0,-0.4333333333333333
2022-02-02,True,-1.0,-0.7142857142857143,-1.7,-1.0,0.0,1.0,-1.0,0.0,1.0,-1.0,0.0,-0.3333333333333333,-0.7142857142857143,0.0,-0.1428571428571428,-1.7,0.0,-0.4333333333333333
2022-02-03,True,-2.0,-0.7142857142857143,-1.6666666666666667,-2.0,0.0,1.0,-2.0,0.0,1.0,-1.6666666666666667,0.0,0.3333333333333333,-0.7142857142857143,0.0,0.0,-1.6666666666666667,0.0,-0.4
2022-02-04,True,-2.0,-1.0,-1.6666666666666667,-2.0,0.0,2.0,-2.0,0.0,2.0,-1.6666666666666667,0.0,1.3333333333333333,-1.0,0.0,0.2857142857142857,-1.6666666666666667,0.0,-0.3666666666666666
2022-02-05,False,,-1.2857142857142858,-1.6666666666666667,,,,-2.0,0.0,2.0,-2.0,0.0,1.6666666666666667,-1.2857142857142858,0.0,0.5714285714285714,-1.6666666666666667,0.0,-0.3333333333333333
2022-02-06,False,,-1.5714285714285714,-1.6666666666666667,,,,-2.0,0.0,2.0,-2.0,0.0,2.0,-1.5714285714285714,0.0,0.8571428571428571,-1.6666666666666667,0.0,-0.2666666666666666
2022-02-07,True,0.0,-1.5714285714285714,-1.6,0.0,2.0,1.0,0.0,2.0,1.0,-1.3333333333333333,0.6666666666666666,1.6666666666666667,-1.5714285714285714,0.2857142857142857,1.1428571428571428,-1.6,0.0666666666666666,-0.2333333333333333
2022-02-08,False,,-1.2857142857142858,-1.5333333333333334,,,,0.0,2.0,1.0,-0.6666666666666666,1.3333333333333333,1.3333333333333333,-1.2857142857142858,0.5714285714285714,1.4285714285714286,-1.5333333333333334,0.1333333333333333,-0.2
2022-02-09,True,-2.0,-1.4285714285714286,-1.6,-2.0,0.0,1.0,-2.0,0.0,1.0,-0.6666666666666666,1.3333333333333333,1.0,-1.4285714285714286,0.5714285714285714,1.4285714285714286,-1.6,0.1333333333333333,-0.1333333333333333
2022-02-10,True,-2.0,-1.4285714285714286,-1.6,-2.0,0.0,0.0,-2.0,0.0,0.0,-1.3333333333333333,0.6666666666666666,0.6666666666666666,-1.4285714285714286,0.5714285714285714,1.2857142857142858,-1.6,0.1333333333333333,-0.1333333333333333
2022-02-11,True,-2.0,-1.4285714285714286,-1.6,-2.0,-1.0,0.0,-2.0,-1.0,0.0,-2.0,-0.3333333333333333,0.3333333333333333,-1.4285714285714286,0.4285714285714285,1.0,-1.6,0.1,-0.1333333333333333
2022-02-12,False,,-1.4285714285714286,-1.6,,,,-2.0,-1.0,0.0,-2.0,-0.6666666666666666,0.0,-1.4285714285714286,0.2857142857142857,0.7142857142857143,-1.6,0.0666666666666666,-0.1333333333333333
2022-02-13,False,,-1.4285714285714286,-1.6,,,,-2.0,-1.0,0.0,-2.0,-1.0,0.0,-1.4285714285714286,0.1428571428571428,0.4285714285714285,-1.6,0.0333333333333333,-0.1333333333333333
2022-02-14,True,0.0,-1.4285714285714286,-1.5333333333333334,0.0,0.0,1.0,0.0,0.0,1.0,-1.3333333333333333,-0.6666666666666666,0.3333333333333333,-1.4285714285714286,-0.1428571428571428,0.4285714285714285,-1.5333333333333334,0.0333333333333333,-0.1
2022-02-15,True,-2.0,-1.7142857142857142,-1.5333333333333334,-2.0,-1.0,1.0,-2.0,-1.0,1.0,-1.3333333333333333,-0.6666666666666666,0.6666666666666666,-1.7142857142857142,-0.5714285714285714,0.4285714285714285,-1.5333333333333334,0.0,-0.0666666666666666
2022-02-16,True,0.0,-1.4285714285714286,-1.5333333333333334,0.0,0.0,-2.0,0.0,0.0,-2.0,-0.6666666666666666,-0.3333333333333333,0.0,-1.4285714285714286,-0.5714285714285714,0.0,-1.5333333333333334,0.0,-0.0666666666666666
2022-02-17,False,,-1.1428571428571428,-1.5,,,,0.0,0.0,-2.0,-0.6666666666666666,-0.3333333333333333,-1.0,-1.1428571428571428,-0.5714285714285714,-0.2857142857142857,-1.5,0.0,-0.1333333333333333
2022-02-18,True,-3.0,-1.2857142857142858,-1.5,-3.0,0.0,1.0,-3.0,0.0,1.0,-1.0,0.0,-1.0,-1.2857142857142858,-0.4285714285714285,-0.1428571428571428,-1.5,0.0,-0.0333333333333333
2022-02-19,True,-2.0,-1.2857142857142858,-1.5,-2.0,0.0,1.0,-2.0,0.0,1.0,-1.6666666666666667,0.0,0.0,-1.2857142857142858,-0.2857142857142857,0.0,-1.5,0.0,-0.0333333333333333
2022-02-20,True,2.0,-0.7142857142857143,-1.3333333333333333,2.0,0.0,-2.0,2.0,0.0,-2.0,-1.0,0.0,0.0,-0.7142857142857143,-0.1428571428571428,-0.2857142857142857,-1.3333333333333333,0.0,-0.0333333333333333
2022-02-21,True,-2.0,-1.0,-1.3,-2.0,0.0,1.0,-2.0,0.0,1.0,-0.6666666666666666,0.0,0.0,-1.0,-0.1428571428571428,-0.2857142857142857,-1.3,0.0,0.0666666666666666
2022-02-22,True,-2.0,-1.0,-1.2666666666666666,-2.0,0.0,-2.0,-2.0,0.0,-2.0,-0.6666666666666666,0.0,-1.0,-1.0,0.0,-0.7142857142857143,-1.2666666666666666,0.0,0.0666666666666666
2022-02-23,True,-3.0,-1.4285714285714286,-1.3,-3.0,0.0,1.0,-3.0,0.0,1.0,-2.333333333333333,0.0,0.0,-1.4285714285714286,0.0,-0.2857142857142857,-1.3,0.0,0.1666666666666666
2022-02-24,True,-3.0,-1.8571428571428568,-1.3333333333333333,-3.0,-1.0,0.0,-3.0,-1.0,0.0,-2.6666666666666665,-0.3333333333333333,-0.3333333333333333,-1.8571428571428568,-0.1428571428571428,0.0,-1.3333333333333333,-0.0333333333333333,0.1666666666666666
2022-02-25,True,-2.0,-1.7142857142857142,-1.3333333333333333,-2.0,0.0,2.0,-2.0,0.0,2.0,-2.6666666666666665,-0.3333333333333333,1.0,-1.7142857142857142,-0.1428571428571428,0.1428571428571428,-1.3333333333333333,-0.0333333333333333,0.3
2022-02-26,False,,-1.7142857142857142,-1.3333333333333333,,,,-2.0,0.0,2.0,-2.333333333333333,-0.3333333333333333,1.3333333333333333,-1.7142857142857142,-0.1428571428571428,0.2857142857142857,-1.3333333333333333,-0.0333333333333333,0.3666666666666666
2022-02-27,False,,-2.2857142857142856,-1.4,,,,-2.0,0.0,2.0,-2.0,0.0,2.0,-2.2857142857142856,-0.1428571428571428,0.8571428571428571,-1.4,-0.0333333333333333,0.4333333333333333
2022-02-28,True,-3.0,-2.4285714285714284,-1.5,-3.0,-3.0,-2.0,-3.0,-3.0,-2.0,-2.333333333333333,-1.0,0.6666666666666666,-2.4285714285714284,-0.5714285714285714,0.4285714285714285,-1.5,-0.1333333333333333,0.3666666666666666
2022-03-01,True,-2.0,-2.4285714285714284,-1.5666666666666669,-2.0,0.0,0.0,-2.0,0.0,0.0,-2.333333333333333,-1.0,0.0,-2.4285714285714284,-0.5714285714285714,0.7142857142857143,-1.5666666666666669,-0.1333333333333333,0.3666666666666666
2022-03-02,True,-2.0,-2.2857142857142856,-1.6333333333333333,-2.0,0.0,1.0,-2.0,0.0,1.0,-2.333333333333333,-1.0,-0.3333333333333333,-2.2857142857142856,-0.5714285714285714,0.7142857142857143,-1.6333333333333333,-0.1333333333333333,0.4333333333333333
2022-03-03,True,-2.0,-2.142857142857143,-1.6333333333333333,-2.0,0.0,1.0,-2.0,0.0,1.0,-2.0,0.0,0.6666666666666666,-2.142857142857143,-0.4285714285714285,0.8571428571428571,-1.6333333333333333,-0.1333333333333333,0.5
2022-03-04,True,-3.0,-2.2857142857142856,-1.7,-3.0,-2.0,1.0,-3.0,-2.0,1.0,-2.333333333333333,-0.6666666666666666,1.0,-2.2857142857142856,-0.7142857142857143,0.7142857142857143,-1.7,-0.2,0.5
2022-03-05,False,,-2.4285714285714284,-1.7333333333333334,,,,-3.0,-2.0,1.0,-2.6666666666666665,-1.3333333333333333,1.0,-2.4285714285714284,-1.0,0.5714285714285714,-1.7333333333333334,-0.2666666666666666,0.5
2022-03-06,False,,-2.571428571428572,-1.7666666666666666,,,,-3.0,-2.0,1.0,-3.0,-2.0,1.0,-2.571428571428572,-1.2857142857142858,0.4285714285714285,-1.7666666666666666,-0.3333333333333333,0.4666666666666667
2022-03-07,True,-2.0,-2.4285714285714284,-1.7666666666666666,-2.0,-2.0,-3.0,-2.0,-2.0,-3.0,-2.6666666666666665,-2.0,-0.3333333333333333,-2.4285714285714284,-1.1428571428571428,0.2857142857142857,-1.7666666666666666,-0.4,0.3
2022-03-08,True,-2.0,-2.4285714285714284,-1.7666666666666666,-2.0,0.0,1.0,-2.0,0.0,1.0,-2.333333333333333,-1.3333333333333333,-0.3333333333333333,-2.4285714285714284,-1.1428571428571428,0.4285714285714285,-1.7666666666666666,-0.4,0.2666666666666666
2022-03-09,True,-2.0,-2.4285714285714284,-1.8333333333333333,-2.0,0.0,2.0,-2.0,0.0,2.0,-2.0,-0.6666666666666666,0.0,-2.4285714285714284,-1.1428571428571428,0.5714285714285714,-1.8333333333333333,-0.4666666666666667,0.3
2022-03-10,True,-3.0,-2.571428571428572,-1.9333333333333331,-3.0,-2.0,1.0,-3.0,-2.0,1.0,-2.333333333333333,-0.6666666666666666,1.3333333333333333,-2.571428571428572,-1.4285714285714286,0.5714285714285714,-1.9333333333333331,-0.6,0.3
2022-03-11,True,-2.0,-2.4285714285714284,-1.9333333333333331,-2.0,0.0,2.0,-2.0,0.0,2.0,-2.333333333333333,-0.6666666666666666,1.6666666666666667,-2.4285714285714284,-1.1428571428571428,0.7142857142857143,-1.9333333333333331,-0.6,0.3333333333333333
2022-03-12,True,0.0,-2.0,-1.8666666666666667,0.0,-2.0,2.0,0.0,-2.0,2.0,-1.6666666666666667,-1.3333333333333333,1.6666666666666667,-2.0,-1.1428571428571428,0.8571428571428571,-1.8666666666666667,-0.6666666666666666,0.4
2022-03-13,True,-3.0,-2.0,-1.9,-3.0,0.0,2.0,-3.0,0.0,2.0,-1.6666666666666667,-0.6666666666666666,2.0,-2.0,-0.8571428571428571,1.0,-1.9,-0.6333333333333333,0.4666666666666667
2022-03-14,True,-2.0,-2.0,-1.9,-2.0,0.0,2.0,-2.0,0.0,2.0,-1.6666666666666667,-0.6666666666666666,2.0,-2.0,-0.5714285714285714,1.7142857142857142,-1.9,-0.6,0.5333333333333333
2022-03-15,False,,-2.0,-1.9,,,,-2.0,0.0,2.0,-2.333333333333333,0.0,2.0,-2.0,-0.5714285714285714,1.8571428571428568,-1.9,-0.5666666666666667,0.6
2022-03-16,True,-3.0,-2.142857142857143,-2.0,-3.0,0.0,2.0,-3.0,0.0,2.0,-2.333333333333333,0.0,2.0,-2.142857142857143,-0.5714285714285714,1.8571428571428568,-2.0,-0.5666666666666667,0.6333333333333333
2022-03-17,True,-3.0,-2.142857142857143,-2.033333333333333,-3.0,2.0,1.0,-3.0,2.0,1.0,-2.6666666666666665,0.6666666666666666,1.6666666666666667,-2.142857142857143,0.0,1.8571428571428568,-2.033333333333333,-0.4666666666666667,0.6333333333333333
2022-03-18,True,-1.0,-2.0,-2.066666666666667,-1.0,1.0,2.0,-1.0,1.0,2.0,-2.333333333333333,1.0,1.6666666666666667,-2.0,0.1428571428571428,1.8571428571428568,-2.066666666666667,-0.4333333333333333,0.7666666666666667
2022-03-19,False,,-2.142857142857143,-2.1,,,,-1.0,1.0,2.0,-1.6666666666666667,1.3333333333333333,1.6666666666666667,-2.142857142857143,0.5714285714285714,1.8571428571428568,-2.1,-0.4,0.9
2022-03-20,False,,-1.8571428571428568,-2.033333333333333,,,,-1.0,1.0,2.0,-1.0,1.0,2.0,-1.8571428571428568,0.7142857142857143,1.8571428571428568,-2.033333333333333,-0.3666666666666666,0.9333333333333332
